Entity,Code,Year,Cantril ladder score,Population (historical),World regions according to OWID,Life expectancy (years)
Latvia,LVA,2017,5.933,1942550,Europe,74.8
Latvia,LVA,2018,5.94,1927526,Europe,74.979
Latvia,LVA,2019,5.95,1914220,Europe,75.628
Latvia,LVA,2020,6.032,1901069,Europe,75.478
Latvia,LVA,2021,6.18,1885546,Europe,73.181
Latvia,LVA,2022,6.213,1881016,Europe,74.871
Latvia,LVA,2023,6.234,1882336,Europe,76.19
Lebanon,LBN,2011,5.049,5095962,Asia,77.768
Lebanon,LBN,2012,4.931,5235690,Asia,77.941
Lebanon,LBN,2014,4.839,6346950,Asia,78.148
Lebanon,LBN,2015,5.129,6472422,Asia,78.275
Lebanon,LBN,2016,5.225,6323015,Asia,78.306
Lebanon,LBN,2017,5.199,6160085,Asia,78.192
Lebanon,LBN,2018,5.197,5984064,Asia,78.263
Lebanon,LBN,2019,4.7715,5794550,Asia,78.208
Lebanon,LBN,2020,4.584,5702353,Asia,76.299
Lebanon,LBN,2021,2.955,5718083,Asia,73.65
Lebanon,LBN,2022,2.392,5744441,Asia,78.003
Lebanon,LBN,2023,2.707,5773446,Asia,77.817
Lithuania,LTU,2011,5.588,3028588,Europe,73.608
Lithuania,LTU,2012,5.426,2988281,Europe,73.964
Lithuania,LTU,2014,5.833,2933118,Europe,74.596
Lithuania,LTU,2015,5.813,2905726,Europe,74.474
Lithuania,LTU,2016,5.902,2869051,Europe,74.82
Lithuania,LTU,2017,5.952,2829273,Europe,75.701
Lithuania,LTU,2018,6.149,2802430,Europe,75.909
Lithuania,LTU,2019,6.2155,2795011,Europe,76.424
Lithuania,LTU,2020,6.255,2795711,Europe,75.105
Lithuania,LTU,2021,6.446,2794443,Europe,74.297
Lithuania,LTU,2022,6.763,2816872,Europe,74.696
Lithuania,LTU,2023,6.818,2854061,Europe,76.025
Luxembourg,LUX,2011,7.051,518535,Europe,80.285
Luxembourg,LUX,2012,7.054,530907,Europe,80.438
Luxembourg,LUX,2014,6.946,556243,Europe,81.236
Luxembourg,LUX,2015,6.871,569497,Europe,81.256
Luxembourg,LUX,2016,6.863,583469,Europe,81.62
Luxembourg,LUX,2017,6.91,596451,Europe,81.089
Luxembourg,LUX,2018,7.09,608055,Europe,81.519
Luxembourg,LUX,2019,7.2375,620116,Europe,81.588
Luxembourg,LUX,2020,7.324,630545,Europe,81.411
Luxembourg,LUX,2021,7.404,640233,Europe,81.839
Luxembourg,LUX,2022,7.228,653267,Europe,82.201
Luxembourg,LUX,2023,7.122,665058,Europe,82.229
Malaysia,MYS,2011,5.823,29161977,Asia,75.488
Malaysia,MYS,2012,5.76,29662784,Asia,75.552
Malaysia,MYS,2014,5.77,30696080,Asia,75.345
Malaysia,MYS,2015,6.005,31232744,Asia,75.288
Malaysia,MYS,2016,6.084,31789641,Asia,75.371
Malaysia,MYS,2017,6.322,32355608,Asia,75.542
Malaysia,MYS,2018,5.339,32910918,Asia,75.734
Malaysia,MYS,2019,5.3843,33440538,Asia,75.9
Malaysia,MYS,2020,5.384,33889515,Asia,76.057
Malaysia,MYS,2021,5.711,34282367,Asia,73.917
Malaysia,MYS,2022,6.012,34695445,Asia,75.444
Malaysia,MYS,2023,5.975,35126249,Asia,76.657
Maldives,MDV,2019,5.1976,487690,Asia,79.707
Maldives,MDV,2020,5.198,502076,Asia,78.713
Malta,MLT,2011,5.96,424582,Europe,80.804
Malta,MLT,2012,5.964,426564,Europe,81.064
Malta,MLT,2014,6.302,434451,Europe,82.318
Malta,MLT,2015,6.488,444936,Europe,82.591
Malta,MLT,2016,6.527,455227,Europe,82.657
Malta,MLT,2017,6.627,467849,Europe,83.089
Malta,MLT,2018,6.726,484517,Europe,82.908
Malta,MLT,2019,6.7728,503968,Europe,82.839
Malta,MLT,2020,6.602,518175,Europe,82.336
Malta,MLT,2021,6.447,524335,Europe,82.316
Malta,MLT,2022,6.3,528148,Europe,82.25
Malta,MLT,2023,6.346,532921,Europe,83.299
Moldova,MDA,2011,5.305,3557233,Europe,70.173
Moldova,MDA,2012,5.791,3482575,Europe,70.344
Moldova,MDA,2014,5.889,3342665,Europe,70.241
Moldova,MDA,2015,5.897,3287114,Europe,70.118
Moldova,MDA,2016,5.838,3237747,Europe,70.179
Moldova,MDA,2017,5.64,3193456,Europe,70.375
Moldova,MDA,2018,5.529,3153724,Europe,70.236
Moldova,MDA,2019,5.6075,3112515,Europe,70.181
Moldova,MDA,2020,5.766,3069084,Europe,69.914
Moldova,MDA,2021,5.857,3023731,Europe,68.991
Moldova,MDA,2022,5.819,3039946,Europe,71.546
Moldova,MDA,2023,5.816,3067017,Europe,71.198
Mongolia,MNG,2011,4.562,2745129,Asia,67.167
Mongolia,MNG,2012,4.834,2795410,Asia,67.611
Mongolia,MNG,2014,4.874,2912984,Asia,68.737
Mongolia,MNG,2015,4.907,2976476,Asia,69.239
Mongolia,MNG,2016,4.955,3040773,Asia,69.736
Mongolia,MNG,2017,5.125,3104314,Asia,70.171
Mongolia,MNG,2018,5.285,3167660,Asia,70.574
Mongolia,MNG,2019,5.4562,3232069,Asia,70.663
Mongolia,MNG,2020,5.677,3290733,Asia,70.029
Mongolia,MNG,2021,5.761,3339627,Asia,68.565
Mongolia,MNG,2022,5.84,3385971,Asia,71.505
Mongolia,MNG,2023,5.696,3431887,Asia,71.734
Montenegro,MNE,2011,5.147,632639,Europe,75.961
Montenegro,MNE,2012,5.299,633497,Europe,76.237
Montenegro,MNE,2014,5.192,631332,Europe,76.468
Montenegro,MNE,2015,5.161,628096,Europe,76.594
Montenegro,MNE,2016,5.237,624199,Europe,76.565
Montenegro,MNE,2017,5.347,620062,Europe,76.593
Montenegro,MNE,2018,5.523,615760,Europe,76.921
Montenegro,MNE,2019,5.5461,611625,Europe,76.639
Montenegro,MNE,2020,5.581,607887,Europe,75.85
Montenegro,MNE,2021,5.547,603805,Europe,73.789
Montenegro,MNE,2022,5.722,614603,Europe,75.921
Montenegro,MNE,2023,5.707,633503,Europe,77.087
Myanmar,MMR,2011,5.322,49419777,Asia,63.859
Myanmar,MMR,2012,4.439,49837398,Asia,64.251
Myanmar,MMR,2014,4.307,50681584,Asia,64.994
Myanmar,MMR,2015,4.395,51089005,Asia,65.288
Myanmar,MMR,2016,4.545,51495657,Asia,65.64
Myanmar,MMR,2017,4.308,51894886,Asia,65.909
Myanmar,MMR,2018,4.36,52272203,Asia,66.232
Myanmar,MMR,2019,4.308,52640679,Asia,66.457
Myanmar,MMR,2020,4.426,53016472,Asia,66.612
Myanmar,MMR,2021,4.394,53387059,Asia,65.553
Myanmar,MMR,2022,4.372,53756739,Asia,66.506
Myanmar,MMR,2023,4.354,54133741,Asia,66.889
Nepal,NPL,2011,4.474,27464446,Asia,67.123
Nepal,NPL,2012,4.156,27534868,Asia,67.364
Nepal,NPL,2014,4.514,27672334,Asia,67.812
Nepal,NPL,2015,4.793,27823579,Asia,67.374
Nepal,NPL,2016,4.962,27955421,Asia,68.444
Nepal,NPL,2017,4.88,28011204,Asia,68.74
Nepal,NPL,2018,4.913,28079631,Asia,69.036
Nepal,NPL,2019,5.1372,28414023,Asia,69.299
Nepal,NPL,2020,5.269,28966540,Asia,69.106
Nepal,NPL,2021,5.377,29474963,Asia,68.385
Nepal,NPL,2022,5.36,29715383,Asia,70.087
Nepal,NPL,2023,5.158,29694568,Asia,70.354
Netherlands,NLD,2011,7.512,16851014,Europe,81.11
Netherlands,NLD,2012,7.512,16915143,Europe,81.059
Netherlands,NLD,2014,7.378,17030041,Europe,81.65
Netherlands,NLD,2015,7.339,17107382,Europe,81.49
Netherlands,NLD,2016,7.377,17204642,Europe,81.555
Netherlands,NLD,2017,7.441,17315333,Europe,81.737
Netherlands,NLD,2018,7.488,17421239,Europe,81.781
Netherlands,NLD,2019,7.4489,17537460,Europe,82.053
Netherlands,NLD,2020,7.464,17636680,Europe,81.393
Netherlands,NLD,2021,7.415,17730519,Europe,81.356
Netherlands,NLD,2022,7.403,17904367,Europe,81.912
Netherlands,NLD,2023,7.319,18092473,Europe,82.158
North Macedonia,MKD,2011,4.369,2040398,Europe,75.142
North Macedonia,MKD,2012,4.574,2027246,Europe,75.043
North Macedonia,MKD,2014,5.007,1997784,Europe,75.633
North Macedonia,MKD,2015,5.121,1980318,Europe,75.629
North Macedonia,MKD,2016,5.175,1961210,Europe,75.571
North Macedonia,MKD,2017,5.185,1940825,Europe,76.152
North Macedonia,MKD,2018,5.274,1919675,Europe,76.883
North Macedonia,MKD,2019,5.1598,1897595,Europe,76.835
North Macedonia,MKD,2020,5.101,1871976,Europe,74.469
North Macedonia,MKD,2021,5.199,1851059,Europe,73.292
North Macedonia,MKD,2022,5.254,1840196,Europe,76.645
North Macedonia,MKD,2023,5.369,1831749,Europe,77.395
Norway,NOR,2011,7.524,4952915,Europe,81.245
Norway,NOR,2012,7.655,5018393,Europe,81.446
Norway,NOR,2014,7.522,5137351,Europe,82.087
Norway,NOR,2015,7.498,5189728,Europe,82.273
Norway,NOR,2016,7.537,5235933,Europe,82.415
Norway,NOR,2017,7.594,5276759,Europe,82.624
Norway,NOR,2018,7.554,5311703,Europe,82.76
Norway,NOR,2019,7.488,5347690,Europe,82.955
Norway,NOR,2020,7.392,5379229,Europe,83.195
Norway,NOR,2021,7.365,5408030,Europe,83.166
Norway,NOR,2022,7.315,5456753,Europe,82.631
Norway,NOR,2023,7.302,5519123,Europe,83.308
Oman,OMN,2012,6.853,3547053,Asia,78.187
Oman,OMN,2014,6.853,4002390,Asia,79.03
Pakistan,PAK,2011,5.149,203746014,Asia,64.659
Pakistan,PAK,2012,5.292,207667068,Asia,64.883
Pakistan,PAK,2014,5.194,214264607,Asia,65.374
Pakistan,PAK,2015,5.132,217290832,Asia,65.641
Pakistan,PAK,2016,5.269,220138810,Asia,65.943
Pakistan,PAK,2017,5.472,223273927,Asia,66.223
Pakistan,PAK,2018,5.653,226928843,Asia,66.481
Pakistan,PAK,2019,5.6933,230800861,Asia,66.729
Pakistan,PAK,2020,4.934,235001693,Asia,65.701
Pakistan,PAK,2021,4.516,239477758,Asia,65.773
Pakistan,PAK,2022,4.555,243700616,Asia,67.417
Pakistan,PAK,2023,4.657,247504458,Asia,67.649
Palestine,PSE,2011,4.555,4115858,Asia,73.557
Palestine,PSE,2012,4.7,4215282,Asia,73.722
Palestine,PSE,2014,4.715,4415839,Asia,72.781
Palestine,PSE,2015,4.754,4521515,Asia,74.577
Palestine,PSE,2016,4.775,4632686,Asia,74.917
Palestine,PSE,2017,4.743,4742699,Asia,75.216
Palestine,PSE,2018,4.696,4850540,Asia,75.38
Palestine,PSE,2019,4.5528,4957731,Asia,75.811
Palestine,PSE,2020,4.517,5069642,Asia,74.998
Palestine,PSE,2021,4.483,5185289,Asia,73.89
Palestine,PSE,2022,4.908,5305230,Asia,76.662
Palestine,PSE,2023,4.879,5409153,Asia,65.17
Philippines,PHL,2011,4.825,98248571,Asia,69.096
Philippines,PHL,2012,4.985,100175459,Asia,69.237
Philippines,PHL,2014,5.073,103767082,Asia,69.311
Philippines,PHL,2015,5.279,105312935,Asia,69.45
Philippines,PHL,2016,5.43,106735664,Asia,69.49
Philippines,PHL,2017,5.524,108119646,Asia,69.966
Philippines,PHL,2018,5.631,109465234,Asia,69.761
Philippines,PHL,2019,6.006,110804629,Asia,69.68
Philippines,PHL,2020,5.88,112081229,Asia,70.097
Philippines,PHL,2021,5.904,113100906,Asia,66.675
Philippines,PHL,2022,5.523,113964291,Asia,69.472
Philippines,PHL,2023,6.048,114891152,Asia,69.833
Poland,POL,2011,5.803,38208597,Europe,76.568
Poland,POL,2012,5.822,38247820,Europe,76.775
Poland,POL,2014,5.791,38265064,Europe,77.312
Poland,POL,2015,5.835,38266267,Europe,77.589
Poland,POL,2016,5.973,38263203,Europe,77.639
Poland,POL,2017,6.123,38254908,Europe,77.716
Poland,POL,2018,6.182,38241017,Europe,77.623
Poland,POL,2019,6.1863,38225836,Europe,77.921
Poland,POL,2020,6.166,38170958,Europe,76.595
Poland,POL,2021,6.123,38040252,Europe,75.639
Poland,POL,2022,6.26,38385689,Europe,77.923
Poland,POL,2023,6.442,38762796,Europe,78.633
Portugal,PRT,2011,5.327,10556994,Europe,80.582
Portugal,PRT,2012,5.101,10513092,Europe,80.555
Portugal,PRT,2014,5.102,10406148,Europe,81.314
Portugal,PRT,2015,5.123,10370222,Europe,81.321
Portugal,PRT,2016,5.195,10346328,Europe,81.364
Portugal,PRT,2017,5.41,10330784,Europe,81.66
Portugal,PRT,2018,5.693,10325307,Europe,81.591
Portugal,PRT,2019,5.9109,10343168,Europe,81.959
Portugal,PRT,2020,5.929,10370463,Europe,81.366
Portugal,PRT,2021,6.016,10390906,Europe,81.398
Portugal,PRT,2022,5.968,10417030,Europe,81.194
Portugal,PRT,2023,6.03,10430680,Europe,82.36
Qatar,QAT,2011,6.569,1810913,Asia,79.994
Qatar,QAT,2012,6.666,1907074,Asia,80.499
Qatar,QAT,2014,6.611,2218318,Asia,81.395
Qatar,QAT,2015,6.375,2427284,Asia,81.785
Qatar,QAT,2016,6.375,2599332,Asia,82.147
Qatar,QAT,2017,6.374,2706660,Asia,82.458
Qatar,QAT,2018,6.374,2761095,Asia,82.714
Romania,ROU,2011,5.178,20281955,Europe,74.288
Romania,ROU,2012,5.033,20158399,Europe,74.314
Romania,ROU,2014,5.124,19968125,Europe,74.765
Romania,ROU,2015,5.528,19870968,Europe,74.737
Romania,ROU,2016,5.825,19777001,Europe,75.021
Romania,ROU,2017,5.945,19689357,Europe,75.024
Romania,ROU,2018,6.07,19597823,Europe,75.103
Romania,ROU,2019,6.1237,19501499,Europe,75.329
Romania,ROU,2020,6.14,19392420,Europe,74.046
Romania,ROU,2021,6.477,19248115,Europe,72.74
Romania,ROU,2022,6.589,19166726,Europe,75.261
Romania,ROU,2023,6.491,19118433,Europe,75.938
Russia,RUS,2011,5.284,144043700,Europe,69.725
Russia,RUS,2012,5.464,144290965,Europe,70.117
Russia,RUS,2014,5.716,144925588,Europe,70.798
Russia,RUS,2015,5.856,145307563,Europe,71.345
Russia,RUS,2016,5.963,145778617,Europe,71.91
Russia,RUS,2017,5.81,146186752,Europe,72.845
Russia,RUS,2018,5.648,146430090,Europe,72.936
Russia,RUS,2019,5.546,146533005,Europe,73.066
Russia,RUS,2020,5.477,146371239,Europe,71.171
Russia,RUS,2021,5.459,145836117,Europe,69.807
Russia,RUS,2022,5.661,145579843,Europe,72.517
Russia,RUS,2023,5.785,145440454,Europe,73.154
Saudi Arabia,SAU,2011,6.597,26105592,Asia,75.808
Saudi Arabia,SAU,2012,6.48,27062388,Asia,76.09
Saudi Arabia,SAU,2014,6.411,28998069,Asia,77.116
Saudi Arabia,SAU,2015,6.379,29974899,Asia,77.776
Saudi Arabia,SAU,2016,6.344,30717760,Asia,78.354
Saudi Arabia,SAU,2017,6.371,30782349,Asia,78.721
Saudi Arabia,SAU,2018,6.375,30365068,Asia,78.75
Saudi Arabia,SAU,2019,6.4065,30472767,Asia,78.313
Saudi Arabia,SAU,2020,6.494,30991155,Asia,77.596
Saudi Arabia,SAU,2021,6.523,31328320,Asia,77.089
Saudi Arabia,SAU,2022,6.463,32175301,Asia,77.31
Saudi Arabia,SAU,2023,6.594,33264239,Asia,78.732
Serbia,SRB,2011,4.564,7364807,Europe,74.719
Serbia,SRB,2012,4.813,7324574,Europe,75.089
Serbia,SRB,2014,5.123,7227156,Europe,75.478
Serbia,SRB,2015,5.177,7177217,Europe,75.653
Serbia,SRB,2016,5.395,7126034,Europe,75.737
Serbia,SRB,2017,5.398,7073456,Europe,75.792
Serbia,SRB,2018,5.603,7019960,Europe,76.036
Serbia,SRB,2019,5.7782,6966101,Europe,76.058
Serbia,SRB,2020,6.078,6907777,Europe,74.507
Serbia,SRB,2021,6.178,6835386,Europe,72.853
Serbia,SRB,2022,6.144,6791172,Europe,75.478
Serbia,SRB,2023,6.411,6773156,Europe,76.769
Singapore,SGP,2011,6.549,5182186,Asia,81.942
Singapore,SGP,2012,6.546,5293298,Asia,82.209
Singapore,SGP,2014,6.798,5457856,Asia,82.615
Singapore,SGP,2015,6.739,5525299,Asia,82.748
Singapore,SGP,2016,6.572,5577892,Asia,82.897
Singapore,SGP,2017,6.343,5604041,Asia,83.095
Singapore,SGP,2018,6.262,5634310,Asia,83.378
Singapore,SGP,2019,6.3771,5669500,Asia,83.662
Singapore,SGP,2020,6.377,5620104,Asia,83.661
Singapore,SGP,2021,6.48,5546240,Asia,83.485
Singapore,SGP,2022,6.587,5649833,Asia,82.921
Singapore,SGP,2023,6.523,5789037,Asia,83.736
Slovakia,SVK,2011,5.657,5398048,Europe,76.018
Slovakia,SVK,2012,5.969,5404834,Europe,76.176
Slovakia,SVK,2014,5.995,5415184,Europe,76.848
Slovakia,SVK,2015,6.078,5420221,Europe,76.65
Slovakia,SVK,2016,6.098,5427217,Europe,77.216
Slovakia,SVK,2017,6.173,5435643,Europe,77.22
Slovakia,SVK,2018,6.198,5443188,Europe,77.265
Slovakia,SVK,2019,6.2806,5450575,Europe,77.686
Slovakia,SVK,2020,6.331,5454981,Europe,76.864
Slovakia,SVK,2021,6.391,5442712,Europe,74.59
Slovakia,SVK,2022,6.469,5473145,Europe,77.036
Slovakia,SVK,2023,6.257,5518008,Europe,78.341
Slovenia,SVN,2011,5.922,2048754,Europe,79.588
Slovenia,SVN,2012,6.06,2053274,Europe,79.765
Slovenia,SVN,2014,5.848,2058351,Europe,80.252
Slovenia,SVN,2015,5.768,2059899,Europe,80.499
Slovenia,SVN,2016,5.758,2061329,Europe,80.512
Slovenia,SVN,2017,5.948,2062366,Europe,80.616
Slovenia,SVN,2018,6.118,2069431,Europe,80.861
Slovenia,SVN,2019,6.3634,2083395,Europe,81.007
Slovenia,SVN,2020,6.461,2102370,Europe,80.364
Slovenia,SVN,2021,6.63,2113450,Europe,80.434
Slovenia,SVN,2022,6.65,2115184,Europe,80.793
Slovenia,SVN,2023,6.743,2118353,Europe,81.603
South Korea,KOR,2011,5.643,49127592,Asia,81.168
South Korea,KOR,2012,6.267,49599543,Asia,81.308
South Korea,KOR,2014,5.984,50539008,Asia,82.364
South Korea,KOR,2015,5.835,50983856,Asia,82.54
South Korea,KOR,2016,5.838,51297794,Asia,82.92
South Korea,KOR,2017,5.875,51486222,Asia,83.278
South Korea,KOR,2018,5.895,51640842,Asia,83.34
South Korea,KOR,2019,5.8724,51767790,Asia,83.685
South Korea,KOR,2020,5.845,51858440,Asia,83.675
South Korea,KOR,2021,5.935,51848358,Asia,83.852
South Korea,KOR,2022,5.951,51782473,Asia,82.727
South Korea,KOR,2023,6.058,51748695,Asia,84.329
Spain,ESP,2011,6.761,46997994,Europe,82.18
Spain,ESP,2012,6.322,47018277,Europe,82.191
Spain,ESP,2014,6.329,46720137,Europe,82.828
Spain,ESP,2015,6.361,46683633,Europe,82.611
Spain,ESP,2016,6.403,46732712,Europe,83
Spain,ESP,2017,6.31,46868543,Europe,82.986
Spain,ESP,2018,6.354,47092764,Europe,83.096
Spain,ESP,2019,6.4009,47435072,Europe,83.479
Spain,ESP,2020,6.491,47679437,Europe,82.241
Spain,ESP,2021,6.476,47735610,Europe,82.951
Spain,ESP,2022,6.436,47828339,Europe,82.366
Spain,ESP,2023,6.421,47911535,Europe,83.67
Sri Lanka,LKA,2011,4.26,21009008,Asia,74.74
Sri Lanka,LKA,2012,4.151,21169405,Asia,75.187
Sri Lanka,LKA,2014,4.271,21547410,Asia,75.757
Sri Lanka,LKA,2015,4.415,21729921,Asia,75.99
Sri Lanka,LKA,2016,4.44,21910711,Asia,76.136
Sri Lanka,LKA,2017,4.471,22087475,Asia,76.239
Sri Lanka,LKA,2018,4.366,22253066,Asia,76.485
Sri Lanka,LKA,2019,4.327,22410495,Asia,76.698
Sri Lanka,LKA,2020,4.325,22561751,Asia,76.928
Sri Lanka,LKA,2021,4.362,22700326,Asia,76.278
Sri Lanka,LKA,2022,4.442,22834913,Asia,77.3
Sri Lanka,LKA,2023,3.898,22971566,Asia,77.483
Sweden,SWE,2011,7.379,9449207,Europe,81.758
Sweden,SWE,2012,7.48,9519430,Europe,81.73
Sweden,SWE,2014,7.364,9696389,Europe,82.224
Sweden,SWE,2015,7.291,9799437,Europe,82.184
Sweden,SWE,2016,7.284,9923227,Europe,82.339
Sweden,SWE,2017,7.314,10057811,Europe,82.438
Sweden,SWE,2018,7.343,10175356,Europe,82.532
Sweden,SWE,2019,7.3535,10279068,Europe,83.052
Sweden,SWE,2020,7.363,10353627,Europe,82.427
Sweden,SWE,2021,7.384,10416075,Europe,83.02
Sweden,SWE,2022,7.395,10487289,Europe,83.046
Sweden,SWE,2023,7.344,10551441,Europe,83.262
Switzerland,CHE,2011,7.499,7914333,Europe,82.574
Switzerland,CHE,2012,7.65,7998872,Europe,82.617
Switzerland,CHE,2014,7.587,8190179,Europe,83.084
Switzerland,CHE,2015,7.509,8283893,Europe,82.846
Switzerland,CHE,2016,7.494,8374857,Europe,83.446
Switzerland,CHE,2017,7.487,8453574,Europe,83.414
Switzerland,CHE,2018,7.48,8516296,Europe,83.564
Switzerland,CHE,2019,7.5599,8577482,Europe,83.78
Switzerland,CHE,2020,7.571,8640538,Europe,83.063
Switzerland,CHE,2021,7.512,8706973,Europe,83.648
Switzerland,CHE,2022,7.24,8792128,Europe,83.2
Switzerland,CHE,2023,7.06,8870520,Europe,83.954
Syria,SYR,2011,4.735,22878049,Asia,72.259
Syria,SYR,2012,3.892,22759716,Asia,66.206
Syria,SYR,2014,3.006,20273611,Asia,65.492
Syria,SYR,2015,3.069,19424567,Asia,63.265
Syria,SYR,2016,3.462,19193793,Asia,65.19
Syria,SYR,2017,3.462,19224621,Asia,65.651
Syria,SYR,2018,3.462,19577802,Asia,67.371
Taiwan,TWN,2011,5.988,23273026,Asia,78.88
Taiwan,TWN,2012,6.221,23345913,Asia,79.179
Taiwan,TWN,2014,6.298,23472755,Asia,79.473
Taiwan,TWN,2015,6.379,23529210,Asia,79.879
Taiwan,TWN,2016,6.422,23586094,Asia,79.7
Taiwan,TWN,2017,6.441,23632907,Asia,80.061
Taiwan,TWN,2018,6.446,23659256,Asia,80.431
Taiwan,TWN,2019,6.4554,23674088,Asia,80.596
Taiwan,TWN,2020,6.584,23663407,Asia,81.107
Taiwan,TWN,2021,6.512,23558281,Asia,80.785
Taiwan,TWN,2022,6.535,23420051,Asia,80.157
Taiwan,TWN,2023,6.503,23317100,Asia,80.559
Tajikistan,TJK,2011,4.614,7824737,Asia,68.698
Tajikistan,TJK,2012,4.38,8014037,Asia,69.13
Tajikistan,TJK,2014,4.786,8425521,Asia,69.697
Tajikistan,TJK,2015,4.996,8643796,Asia,69.665
Tajikistan,TJK,2016,5.041,8865574,Asia,69.982
Tajikistan,TJK,2017,5.352,9085890,Asia,70.524
Tajikistan,TJK,2018,5.467,9307292,Asia,70.737
Tajikistan,TJK,2019,5.5557,9529924,Asia,70.962
Tajikistan,TJK,2020,5.466,9749262,Asia,68.605
Tajikistan,TJK,2021,5.377,9966868,Asia,69.594
Tajikistan,TJK,2022,5.33,10182185,Asia,71.562
Tajikistan,TJK,2023,5.281,10389764,Asia,71.79
Thailand,THA,2011,5.804,69007158,Asia,75.302
Thailand,THA,2012,6.371,69436048,Asia,75.59
Thailand,THA,2014,6.455,70216319,Asia,76.279
Thailand,THA,2015,6.474,70540737,Asia,76.563
Thailand,THA,2016,6.424,70859797,Asia,76.769
Thailand,THA,2017,6.072,71160146,Asia,76.989
Thailand,THA,2018,6.008,71376039,Asia,77.19
Thailand,THA,2019,5.9988,71522216,Asia,77.197
Thailand,THA,2020,5.985,71641437,Asia,77.331
Thailand,THA,2021,5.891,71727293,Asia,77.606
Thailand,THA,2022,5.843,71735273,Asia,75.291
Thailand,THA,2023,5.976,71702397,Asia,76.412
Turkey,TUR,2011,5.234,74215158,Asia,74.823
Turkey,TUR,2012,5.345,75197146,Asia,75.552
Turkey,TUR,2014,5.332,78036104,Asia,76.452
Turkey,TUR,2015,5.389,80014170,Asia,76.539
Turkey,TUR,2016,5.5,81652039,Asia,76.595
Turkey,TUR,2017,5.483,83083616,Asia,77.037
Turkey,TUR,2018,5.373,84415922,Asia,77.454
Turkey,TUR,2019,5.1318,85357615,Asia,77.737
Turkey,TUR,2020,4.948,86091644,Asia,76.525
Turkey,TUR,2021,4.744,86686206,Asia,75.722
Turkey,TUR,2022,4.614,87058421,Asia,77.591
Turkey,TUR,2023,4.975,87270451,Asia,77.156
Turkmenistan,TKM,2011,6.568,5683365,Asia,68.87
Turkmenistan,TKM,2012,5.628,5808503,Asia,68.961
Turkmenistan,TKM,2014,5.548,6075239,Asia,69.001
Turkmenistan,TKM,2015,5.658,6215727,Asia,69.061
Turkmenistan,TKM,2016,5.822,6359994,Asia,69.142
Turkmenistan,TKM,2017,5.636,6507023,Asia,69.19
Turkmenistan,TKM,2018,5.247,6655474,Asia,69.272
Turkmenistan,TKM,2019,5.1191,6803896,Asia,69.405
Turkmenistan,TKM,2020,5.066,6949869,Asia,68.846
Turkmenistan,TKM,2021,5.474,7091984,Asia,69.353
Ukraine,UKR,2011,5.089,46307812,Europe,70.711
Ukraine,UKR,2012,5.057,46210001,Europe,71.09
Ukraine,UKR,2014,4.681,45972329,Europe,71.803
Ukraine,UKR,2015,4.324,45784854,Europe,72.686
Ukraine,UKR,2016,4.096,45616779,Europe,73.389
Ukraine,UKR,2017,4.103,45435996,Europe,73.993
Ukraine,UKR,2018,4.332,45208854,Europe,73.569
Ukraine,UKR,2019,4.5607,44957402,Europe,73.92
Ukraine,UKR,2020,4.875,44679967,Europe,73.283
Ukraine,UKR,2021,5.084,44298591,Europe,71.631
Ukraine,UKR,2022,5.071,41048717,Europe,72.658
Ukraine,UKR,2023,4.873,37732781,Europe,73.422
United Arab Emirates,ARE,2011,6.977,7199389,Asia,81.898
United Arab Emirates,ARE,2012,7.144,7497073,Asia,81.913
United Arab Emirates,ARE,2014,6.901,8236833,Asia,81.99
United Arab Emirates,ARE,2015,6.573,8674586,Asia,82.076
United Arab Emirates,ARE,2016,6.648,9030811,Asia,82.195
United Arab Emirates,ARE,2017,6.774,9234286,Asia,82.388
United Arab Emirates,ARE,2018,6.825,9346819,Asia,82.449
United Arab Emirates,ARE,2019,6.7908,9377805,Asia,82.596
United Arab Emirates,ARE,2020,6.561,9448476,Asia,81.936
United Arab Emirates,ARE,2021,6.576,9789001,Asia,79.083
United Arab Emirates,ARE,2022,6.571,10242033,Asia,80.487
United Arab Emirates,ARE,2023,6.733,10642052,Asia,82.909
United Kingdom,GBR,2011,6.936,63509238,Europe,80.796
United Kingdom,GBR,2012,6.883,63960443,Europe,80.859
United Kingdom,GBR,2014,6.867,64865865,Europe,81.153
United Kingdom,GBR,2015,6.725,65382063,Europe,80.919
United Kingdom,GBR,2016,6.714,65893305,Europe,81.067
United Kingdom,GBR,2017,6.814,66354423,Europe,81.164
United Kingdom,GBR,2018,7.054,66752425,Europe,81.123
United Kingdom,GBR,2019,7.1645,67110910,Europe,81.443
United Kingdom,GBR,2020,7.064,67351806,Europe,80.385
United Kingdom,GBR,2021,6.943,67668749,Europe,80.708
United Kingdom,GBR,2022,6.796,68179267,Europe,81.074
United Kingdom,GBR,2023,6.749,68682907,Europe,81.302
Uzbekistan,UZB,2011,5.225,28823141,Asia,70.143
Uzbekistan,UZB,2012,5.623,29261864,Asia,70.411
Uzbekistan,UZB,2014,6.003,30222939,Asia,70.973
Uzbekistan,UZB,2015,5.987,30749306,Asia,71.33
Uzbekistan,UZB,2016,5.971,31284509,Asia,71.58
Uzbekistan,UZB,2017,6.096,31819131,Asia,71.737
Uzbekistan,UZB,2018,6.174,32373443,Asia,71.999
